A1;A2;A3;A4a;A4b;A4c;A5;A6;A7;D01;D02a;D02b;D02c;D17;D18;D19;Q01;Q02;Q03;Q04a;Q04b;Q04c;Q04d;Q04e;Q04f;Q04g;Q05a;Q05b;Q05c;Q05d;Q05e;Q06a;Q06b;Q06c;Q06d;Q07;Q08;Q09;Q10b;Q10c;Q11a;Q11b;Q11c;Q12P1b;Q12LHb;Q12LHb_Otro;Q12LHc;TextoQ12LHc_1;Q12LHd;Q12RC;Q12P2b;Q13P1b;Q13P2b;Q14a;Q14b;Q18;Q17a;Q17b;Q17c;Q17d;Q17e;Q15a;Q15b;Q15c;Q15d;Q16a;Q16b;Q16c;Q21;Q22c;Q22d;Q22e;Q23a;Q23b;P01;P02a;TextoP02a;P02b;P02c;P03;P04;P05;P06;P07a;P08a;P07b;P08b;P07c;P08c;P09;OCUPACION;ENCUEJEFE;OCUPACJEFE;D06;INSTRUC;D04;D05;D09a;D09b;D10a;D10b;D10c;TextoD10c;D10d;D10e;D12a;TextoD12a_1;D12b;D12c;TextoD12_1;D14;D16;TextoD16_1;D20;ACTIVIDAD;NIVELOCUP;CLASESOC;NIVELEDUC;EDUC;EDUC1;ESEC;CSEC;CSEC3;CSEC2
89;G017;2;1;29;2020;0.832052522295433;1;2;2;31;10;1958;10;10;10011;2;1;2;2;2;4;2;2;2;4;4;2;2;4;4;2;2;2;5;2;2;3;5;2;4;3;3;60;600;;998;NO SABE;1;1;10;40;10;3;4;6;3;5;5;5;5;5;5;5;5;3;5;5;1;96;9;;2;2;1;11;;20;99;2;1;1;2;;;;;1;1;1;14;1;46;;26;3;2;3;0;1;2;998;;9;4;3;;7;;;3;121;;1;4;3;4;4;2;2;7;2;2;1
90;G011;2;1;29;2020;0.832052522295433;1;2;2;30;4;1945;10;10;10027;2;2;2;2;4;2;2;2;2;4;2;4;2;2;4;2;2;4;4;2;2;2;2;2;4;3;2;10;112;;990;71;1;1;10;10;10;3;5;8;4;10;7;8;98;5;10;5;8;0;10;8;2;2;2;10;2;2;2;20;;20;99;2;1;9;2;;;3;3;;;1;14;2;70;;25;1;2;3;0;1;1;990;EVANGELICA BAUTISTA;5;2;3;;;;;1;121;;3;4;2;2;4;2;1;6;3;4;3
91;G019;1;1;29;2020;0.832052522295433;1;2;2;23;10;1964;10;10;10022;2;3;2;1;4;4;4;4;4;4;4;4;2;4;4;2;2;2;2;2;4;1;1;97;4;1;4;30;310;;990;90;2;2;30;30;97;8;8;4;0;10;10;7;2;7;4;4;0;8;4;5;2;1;7;4;2;2;3;20;;20;99;1;1;1;2;;;3;3;;;2;22;1;22;1;64;1;8;4;0;1;1;1;;3;2;3;;7;;;1;121;;5;1;5;2;6;3;3;11;1;1;1
92;G021;1;1;29;2020;108.481.113.361.927;1;2;1;25;4;1948;10;10;10062;4;3;4;2;2;5;2;4;2;2;2;2;4;4;4;2;2;4;4;1;2;1;97;97;8;3;5;98;999;;997;;97;2;91;97;97;5;2;97;5;10;5;5;5;0;0;0;0;0;0;0;2;96;9;;2;2;2;99;;99;99;2;1;2;2;;;4;4;;;2;14;2;44;;31;1;2;97;9999998;1;1;1;;4;1;3;;;;;1;121;;3;4;6;1;3;2;1;9;2;2;1
93;G012;1;1;29;2020;104.804.752.757.694;1;2;2;5;8;1977;20;20;20421;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;2;4;2;1;3;4;5;2;30;320;;998;;2;1;30;30;30;2;4;5;0;7;8;2;98;5;2;4;1;5;3;4;2;1;3;6;2;2;2;10;;10;99;2;2;2;2;;;;;3;3;2;52;2;52;1;25;1;2;4;0;1;2;998;;9;4;3;;7;;;1;121;;3;2;1;5;4;2;1;5;3;4;3
94;G020;2;1;29;2020;116.672.730.975.602;1;2;1;27;4;1991;11;11;11631;2;2;2;2;4;4;2;1;2;1;4;2;1;4;4;2;2;2;4;1;1;4;2;3;5;2;1;10;120;;998;;2;1;10;10;10;4;4;8;4;9;8;7;7;3;8;10;7;0;9;8;3;3;2;1;1;2;1;20;;20;99;2;2;1;2;;;4;2;;;2;31;1;31;1;24;3;2;5;18000;1;1;1;;2;4;1;;7;;;1;121;;1;1;2;5;4;2;1;6;3;4;3
95;G013;2;1;29;2020;116.672.730.975.602;1;2;1;27;3;1985;10;10;10022;2;7;2;2;2;4;4;4;2;2;2;2;2;4;4;2;1;2;5;2;2;2;1;1;3;2;3;30;301;;990;2121;3;2;30;30;30;2;4;4;0;10;10;10;5;10;3;0;0;8;0;10;1;1;2;2;2;2;2;30;;30;99;2;2;1;2;;;;;3;4;1;70;2;31;3;16;4;2;1;9999997;2;9;998;;9;4;8;;7;;;1;121;;3;3;2;5;2;1;1;4;4;4;3
96;G014;2;1;29;2020;0.832052522295433;1;2;2;2;7;1944;28;28;28001;1;3;1;1;4;4;4;4;1;2;4;4;2;2;4;1;1;4;2;2;2;1;1;1;2;1;5;30;310;;990;90 PABLO DIAZ;1;2;30;30;30;5;5;3;3;10;10;10;10;10;0;0;0;10;0;0;2;1;1;4;2;2;2;10;;10;99;1;1;2;2;2;2;;;;;2;14;1;22;;64;2;2;6;0;3;9;998;;9;5;4;;1;;;1;121;;1;4;5;2;6;3;3;11;1;1;1
97;G019;1;1;29;2020;108.481.113.361.927;1;2;1;23;9;1957;10;10;10041;1;2;2;1;4;2;4;4;2;4;4;2;2;4;4;2;2;4;2;4;2;2;1;1;2;1;3;30;320;;990;GARCIA;1;2;30;30;30;5;5;4;5;9;9;10;7;10;2;2;0;8;2;2;2;1;1;4;2;2;3;11;;20;99;1;2;2;2;;;;;4;4;1;70;1;70;1;26;1;2;5;9999998;3;9;998;;9;5;3;;7;;;1;121;;3;3;2;2;4;2;2;6;3;4;3
98;G017;2;1;29;2020;108.481.113.361.927;1;2;1;13;11;1941;11;11;11831;1;1;2;3;2;2;4;2;2;4;8;2;2;3;4;1;3;4;3;3;2;2;97;1;4;1;8;30;340;;990;MARIO BERGARA;98;2;30;30;30;4;5;6;5;7;7;10;6;6;2;2;0;7;4;3;2;1;2;4;2;2;3;20;;20;99;2;2;2;2;2;9;;;;;9;14;1;20;;24;1;1;6;0;3;9;998;;9;4;8;;7;;;1;121;;2;4;6;1;4;2;1;10;1;1;1
99;G021;1;1;29;2020;0.894882409322849;1;2;2;10;9;2001;10;10;10002;3;3;3;2;3;3;4;4;2;3;4;3;2;4;4;4;1;4;2;3;2;2;1;1;4;7;2;30;350;;990;609;2;2;30;90;90;4;5;6;98;98;98;98;98;9;8;6;98;9;7;6;2;1;2;98;2;2;2;30;;30;99;1;1;2;1;;;;;2;2;2;11;2;26;;26;4;2;98;9999998;1;1;1;;1;4;3;;;;;1;121;;4;4;3;4;4;2;2;7;2;2;1
100;G012;1;1;29;2020;0.832052522295433;1;2;2;20;8;1965;18;18;18001;3;4;4;2;2;4;4;4;2;2;8;4;3;4;4;5;5;2;5;2;2;4;97;4;4;2;2;98;999;;997;;2;1;97;97;97;4;4;97;0;6;2;10;4;0;3;2;10;0;4;2;4;96;9;;2;2;2;20;;20;99;2;1;2;2;4;4;;;;;2;52;2;52;2;33;1;2;98;0;1;2;998;;9;2;3;;7;;;1;121;;4;2;1;5;3;2;1;4;4;4;3
101;G019;1;1;29;2020;108.481.113.361.927;1;2;1;1;10;1972;10;10;10007;2;1;2;1;4;2;4;4;2;4;2;4;2;4;4;2;2;4;2;3;2;2;1;3;2;2;2;20;230;;990;TALVI;3;1;10;20;10;4;4;6;3;8;6;9;4;0;7;8;7;0;7;9;1;3;2;1;2;2;3;10;;20;99;2;1;2;2;;;;;2;2;1;44;2;44;1;56;4;2;7;0;1;1;1;;1;4;3;;7;;;1;121;;3;2;6;1;6;3;3;12;1;1;1
102;G020;2;1;29;2020;104.804.752.757.694;1;2;2;29;9;1977;10;10;10023;2;2;2;2;2;4;4;2;2;1;2;2;4;4;4;1;2;4;2;1;1;2;1;1;4;4;4;98;999;;997;;2;2;97;30;30;4;4;0;5;10;10;10;8;10;0;5;3;9;0;6;3;1;1;2;2;2;2;11;;11;99;2;1;2;2;;;;;1;1;1;51;1;51;1;23;3;1;2;9999997;1;2;998;;9;4;3;;7;;;1;121;;6;2;2;5;3;2;1;5;3;4;3
103;G011;2;1;29;2020;0.832052522295433;1;2;2;2;9;1956;10;10;10039;2;2;2;2;4;4;4;4;2;3;2;4;4;4;4;2;2;4;2;2;2;2;1;1;4;2;4;30;350;;990;609;1;2;30;30;30;5;5;3;5;9;9;10;8;9;2;2;0;8;0;0;2;1;1;4;2;2;2;11;;11;99;2;1;2;9;;;1;2;;;1;14;1;30;;56;2;2;5;0;2;9;998;;9;4;3;;7;;;1;121;;2;4;3;5;6;3;3;9;2;2;1
104;G023;1;1;29;2020;0.894882409322849;1;2;2;1;1;1985;12;12;12522;2;3;4;2;4;4;4;3;2;4;2;3;2;4;5;4;2;5;5;3;1;2;7;4;2;1;2;30;302;;998;;1;1;30;95;95;2;5;7;5;10;8;5;5;9;5;3;8;8;4;9;2;1;2;2;1;2;1;11;;11;11;2;1;2;1;2;2;;;;;1;55;1;55;1;23;1;2;2;9999998;3;9;998;;9;5;3;;;;;1;121;;7;2;1;5;3;2;1;4;4;4;3
105;G021;1;1;29;2020;116.672.730.975.602;1;2;1;16;8;1986;17;17;17001;2;4;4;2;2;4;2;1;4;2;2;4;2;4;4;4;2;4;5;2;5;3;97;2;4;2;8;80;800;;998;;2;1;10;98;98;1;2;7;4;5;3;5;3;0;0;0;0;2;2;1;3;96;9;;2;2;2;20;;11;99;1;1;1;2;;;;;2;2;1;76;2;70;8;16;4;2;1;0;2;9;998;;9;5;1;;3;;;1;701;;8;3;2;2;2;1;1;4;4;4;3
106;G014;2;1;29;2020;116.672.730.975.602;1;2;1;30;6;1993;10;10;10041;2;2;2;2;4;2;4;5;2;4;4;4;2;5;4;2;1;4;4;3;4;3;2;2;4;4;2;10;120;;990;1904;3;2;10;10;10;2;4;6;4;7;7;8;6;3;9;8;2;5;9;8;2;2;2;10;2;2;2;20;;20;99;2;1;1;2;;;3;3;;;1;45;2;20;1;51;4;2;4;400;2;9;998;;9;4;3;;1;;;1;121;;2;2;6;1;5;3;2;11;1;1;1
107;G012;1;1;29;2020;0.832052522295433;1;2;2;27;9;1947;11;11;11221;1;1;2;2;2;4;2;2;2;4;2;4;4;2;2;4;5;4;5;3;2;4;2;2;2;2;2;10;197;LISTA 33;990;AMIN NIFURI Y SEBASTIÁN ANDUJAR;1;1;10;10;10;5;5;10;0;10;10;10;0;0;10;10;10;0;10;10;2;2;1;1;2;2;5;20;;10;99;2;1;2;1;2;2;;;;;2;14;1;30;;37;2;2;3;0;1;1;1;;2;1;3;;7;;;1;121;;2;4;3;5;5;3;2;8;2;2;1
108;G023;1;1;29;2020;136.642.050.352.914;1;2;1;1;1;1980;10;10;10023;1;3;2;2;1;2;2;4;1;1;2;2;2;4;5;1;1;1;1;4;1;2;1;1;3;2;4;30;397;EL ABRAZO;990;949;3;2;30;30;30;4;4;3;3;9;9;10;7;9;0;0;0;8;0;1;3;1;2;4;1;2;2;90;MOVIMIENTO ROCHA PARTIDO NACIONAL;10;99;1;1;2;1;;;1;1;;;3;44;1;44;1;55;1;2;7;0;3;9;998;;9;4;3;;7;;;1;121;;4;2;6;1;6;3;3;12;1;1;1
109;G011;2;1;29;2020;0.832052522295433;1;2;2;3;2;1944;11;11;11625;2;3;2;2;3;2;4;4;2;4;2;2;2;2;4;2;2;7;5;3;1;2;1;1;3;1;7;30;340;;990;MARIO BERGARA;2;2;30;30;30;5;5;5;4;10;10;10;5;10;0;0;0;10;0;0;1;1;1;2;2;2;1;11;;20;99;2;2;2;2;;;;;3;4;1;14;1;82;;21;2;2;2;0;1;1;2;;2;4;1;;4;;;1;121;;1;4;6;1;3;2;1;9;2;2;1
110;G020;2;1;29;2020;0.832052522295433;1;2;2;21;10;1946;22;22;22001;4;4;4;2;1;3;4;3;1;3;4;4;2;3;4;4;3;5;5;2;2;3;3;3;4;5;8;10;160;;998;;2;2;10;20;10;4;4;10;1;10;10;98;98;1;10;10;8;1;10;10;3;3;2;1;2;2;1;20;;20;99;2;2;2;2;;;4;3;;;1;14;1;92;;16;2;2;2;0;3;9;998;;9;5;3;;7;;;1;121;;1;4;5;2;2;1;1;7;2;2;1
111;G019;1;1;29;2020;116.672.730.975.602;1;2;1;18;5;1997;11;11;11729;2;2;4;4;4;4;4;2;4;2;2;2;4;4;2;5;1;2;4;4;2;3;4;2;2;4;2;10;120;;990;LARRAÑAGA;2;2;10;10;90;1;4;5;5;6;6;6;5;5;7;6;5;5;5;6;3;2;3;1;2;2;1;30;;30;99;2;1;2;1;;;;;2;2;1;52;2;31;1;26;4;2;1;0;1;1;1;;1;2;3;;7;;;1;121;;3;2;2;5;4;2;2;6;3;4;3
112;G017;2;1;29;2020;136.642.050.352.914;1;2;1;4;5;1984;11;10;11627;2;2;4;4;2;3;4;2;4;4;3;2;4;4;4;2;2;2;4;2;4;8;3;98;5;3;3;10;112;;990;71;1;2;10;10;10;3;5;10;0;10;10;10;10;3;10;10;7;4;10;5;2;3;2;1;2;2;3;10;;10;99;2;9;2;2;;;;;4;4;2;13;1;52;;25;4;2;1;3000;2;9;998;;9;4;8;;7;;;1;121;;1;4;1;5;4;2;1;5;3;4;3
113;G014;2;1;29;2020;0.832052522295433;1;2;2;1;1;1959;13;13;13001;2;2;2;2;2;2;4;2;2;2;2;4;2;2;4;5;4;2;4;2;2;3;2;2;4;4;2;10;197;252 CARLOS LAFIGLIOLA;990;252 LAFILGLIOLA;1;1;10;10;10;5;4;9;0;10;8;10;5;1;10;7;5;1;10;7;1;2;1;1;2;2;2;99;;10;99;2;2;2;2;2;2;;;;;1;30;1;30;1;23;3;2;2;0;1;1;1;;4;2;3;;7;;;1;121;;1;1;3;5;3;2;1;6;3;4;3
114;G021;1;1;29;2020;0.832052522295433;1;2;2;2;1;1947;10;10;10008;2;2;2;2;4;2;4;4;4;4;2;2;2;4;4;2;2;4;5;3;4;3;4;4;4;8;2;74;740;;998;;2;1;10;20;10;4;5;8;4;8;7;9;5;4;7;7;9;0;9;7;2;4;2;1;2;2;5;20;;20;99;2;2;2;2;;;;;4;1;2;14;1;66;;56;2;2;97;9999997;1;1;1;;1;4;3;;7;;;1;121;;1;4;6;1;6;3;3;12;1;1;1
115;G012;1;1;29;2020;0.832052522295433;1;2;2;20;11;1951;19;19;19001;3;4;2;1;2;3;4;4;2;2;7;2;2;8;4;1;1;4;2;2;2;1;1;98;2;2;8;98;999;;997;;1;2;97;97;97;2;2;5;1;9;9;10;98;5;0;0;0;7;0;0;2;1;3;4;2;2;2;10;;20;99;1;1;2;2;;;;;4;3;9;10;2;51;;16;2;2;3;0;1;1;1;;1;4;3;;7;;;1;121;;3;4;2;5;2;1;1;4;4;4;3
116;G020;2;1;29;2020;0.832052522295433;1;2;2;23;11;1962;14;14;14001;3;3;2;1;1;4;2;4;2;2;1;2;4;4;4;2;2;5;5;2;1;3;3;2;4;4;2;96;999;;996;;96;96;10;96;96;4;2;5;0;5;5;7;3;0;5;5;4;0;5;5;3;3;3;1;2;2;2;20;;20;99;2;1;2;2;;;;;2;2;3;14;2;51;;64;1;2;4;0;1;2;998;;9;4;3;;7;;;1;121;;2;4;2;5;6;3;3;8;2;2;1
117;G027;2;1;30;2020;0.832052522295433;1;2;2;6;8;1964;11;11;11524;1;2;2;2;4;4;4;2;2;4;4;4;2;4;4;5;4;2;2;3;2;2;2;2;4;2;4;10;110;;990;CANELONES 400;3;1;10;10;10;2;5;5;6;7;6;8;5;6;9;7;4;5;9;7;3;2;3;8;2;2;3;10;;10;10;2;2;1;2;;;;;2;2;1;26;2;32;8;37;1;2;7;0;1;1;3;;5;1;2;;2;;;1;121;;4;1;1;5;5;3;2;6;3;4;3
118;G016;2;1;30;2020;0.832052522295433;1;2;2;1;1;1940;10;10;10052;1;1;2;1;1;4;4;5;2;2;2;2;2;2;4;4;4;5;2;4;5;2;9;9;5;5;5;30;310;;990;90 SOCIALISTA;1;2;30;30;30;5;5;2;7;10;10;10;10;10;0;0;0;10;0;0;2;1;2;2;8;2;3;20;;20;99;2;1;2;2;4;4;;;;;1;14;1;22;;64;4;2;3;0;1;1;1;;3;4;90;NÓRDICA;;;;1;121;;1;4;5;2;6;3;3;11;1;1;1
119;G027;2;1;30;2020;0.894882409322849;1;2;2;9;4;2000;11;11;11828;2;3;2;2;2;4;2;4;2;2;4;4;2;4;4;5;1;5;2;1;1;1;1;1;4;1;5;30;350;;998;;1;2;30;90;95;5;5;0;0;10;8;9;7;10;0;0;0;10;0;0;2;1;1;2;2;2;1;30;;30;30;1;1;2;2;;;3;3;;;2;11;2;55;;26;4;2;2;0;3;9;998;;9;5;3;;4;;;1;121;;3;4;1;5;4;2;2;5;3;4;3
120;G016;2;1;30;2020;0.832052522295433;1;2;2;8;12;1944;11;11;11523;2;1;2;2;4;3;4;4;4;5;4;4;5;4;4;5;4;2;4;4;2;3;2;2;4;3;3;10;197;VOTO AL LEMA;990;VOTO LEMA;1;2;10;10;10;2;2;8;5;9;6;7;4;1;10;7;8;2;10;7;3;2;8;1;2;2;3;20;;10;99;1;2;1;2;4;4;;;;;1;14;1;55;;16;2;7;1;0;1;1;1;;1;4;3;;;;;1;121;;1;4;1;5;2;1;1;3;4;4;3
121;G027;2;1;30;2020;0.832052522295433;1;2;2;31;10;1941;10;10;10010;1;3;2;1;4;3;4;4;2;4;4;4;2;2;4;1;1;4;2;3;4;1;1;1;4;1;5;30;375;;998;;1;2;30;30;30;5;5;4;5;10;10;10;10;10;0;0;0;5;0;0;2;1;1;2;2;2;2;20;;11;11;1;1;2;2;;;;;4;4;2;51;1;51;1;33;2;2;2;0;1;2;998;;9;4;3;;7;;;1;121;;1;2;2;5;3;2;1;5;3;4;3
122;G016;2;1;30;2020;104.804.752.757.694;1;2;2;16;2;1982;10;10;10062;2;4;2;2;4;4;2;2;2;2;4;4;4;2;4;2;2;4;2;2;2;3;1;7;5;4;1;30;397;711;990;711 LISTA;1;2;30;30;30;5;4;6;2;10;7;8;7;8;6;4;5;9;4;5;1;1;2;6;8;2;1;10;;20;99;2;1;1;1;;;2;2;;;2;13;2;17;7;51;4;2;3;0;1;1;4;;1;4;1;;;;;1;121;;2;4;5;2;5;3;2;10;1;1;1
123;G016;2;1;30;2020;0.832052522295433;1;2;2;1;1;1964;10;10;10022;4;4;5;2;2;4;2;4;2;2;4;4;2;4;4;1;1;4;2;2;1;3;4;2;4;5;2;10;197;VOTO AL LEMA;990;VOTO LEMA;2;1;10;96;96;4;5;5;0;10;10;6;6;4;7;4;7;6;9;6;2;96;9;;2;2;1;10;;20;99;2;1;2;2;2;2;;;;;1;13;2;47;;25;3;2;4;0;1;1;1;;5;4;1;;;;;1;121;;3;4;3;4;4;2;1;7;2;2;1
124;G027;2;1;30;2020;136.642.050.352.914;1;2;1;4;1;1980;23;23;23829;2;3;2;1;4;4;2;1;4;2;2;2;4;2;4;5;5;5;5;3;2;2;98;98;2;2;1;10;111;;998;;2;2;10;30;10;4;5;5;5;6;6;6;6;10;10;0;0;10;10;10;2;96;9;;2;2;2;30;;11;11;1;2;2;2;;;4;4;;;1;70;2;55;1;16;1;2;2;0;1;1;990;CRISTIANO PENTECOSTAL, EVANGELICO;5;2;1;;1;;;1;121;;5;3;1;5;2;1;1;3;4;4;3
125;G016;2;1;30;2020;108.481.113.361.927;1;2;1;24;3;1973;11;11;11621;1;1;1;1;4;2;4;4;2;4;4;4;2;4;4;1;1;4;1;3;2;2;1;1;2;1;1;30;340;;990;MARIO BERGARA ;3;2;30;30;30;5;5;3;3;9;8;10;7;8;1;4;0;8;1;4;1;1;2;4;2;2;1;10;;10;99;1;1;2;2;;;;;2;3;1;40;1;40;1;57;1;2;7;35000;1;1;5;;2;4;3;;;;;1;121;;4;2;6;1;6;3;3;12;1;1;1
126;G016;2;1;30;2020;0.832052522295433;1;2;2;1;1;1963;10;10;10041;1;3;4;5;4;4;2;4;1;8;2;2;2;8;4;2;1;4;2;1;1;1;1;1;3;2;5;98;999;;997;;3;2;97;97;97;4;5;97;8;0;0;0;1;97;0;1;0;97;97;97;2;9;3;2;2;2;2;99;;99;99;2;1;2;2;2;2;;;;;1;13;2;76;;64;1;2;98;0;1;2;998;;9;4;3;;;;;1;121;;2;4;0;6;6;3;3;6;3;4;3
127;G027;2;1;30;2020;0.894882409322849;1;2;2;17;5;2001;23;23;23824;2;3;2;2;3;3;4;4;2;4;4;4;3;4;4;2;2;4;2;3;4;2;98;3;3;2;3;20;210;;998;;2;2;95;95;95;4;4;6;2;6;5;7;5;4;5;5;3;6;5;7;1;96;9;;2;2;2;99;;99;99;9;9;9;9;2;2;;;;;2;11;2;26;;51;4;2;5;9999998;3;9;998;;9;9;3;;;;;1;121;;4;4;3;4;5;3;2;8;2;2;1
128;G019;1;1;30;2020;108.481.113.361.927;1;2;1;7;5;1962;19;20;19951;2;2;2;2;2;4;2;4;2;4;4;2;2;4;4;2;2;4;2;3;1;2;1;6;4;1;3;30;350;;990;609;1;1;30;30;30;4;5;3;3;8;8;10;6;8;0;3;0;8;0;3;4;1;2;2;2;2;2;20;;11;99;1;2;2;2;;;;;1;3;1;51;1;51;1;22;1;1;5;0;1;1;1;;2;2;3;;7;;;1;121;;4;2;2;5;3;2;1;5;3;4;3
129;G021;1;1;30;2020;108.481.113.361.927;1;2;1;25;5;1973;17;17;17001;2;2;2;2;1;4;4;5;2;4;2;4;2;2;4;4;4;2;4;2;4;4;2;2;4;2;4;74;740;;998;;2;2;10;20;10;4;5;10;5;8;7;8;6;0;7;5;5;3;7;5;3;2;3;8;2;2;3;20;;20;99;2;2;1;2;;;4;2;;;1;80;1;80;1;25;1;2;5;0;3;9;998;;9;5;4;;3;;;1;121;;4;3;4;3;4;2;1;8;2;2;1
130;G013;2;1;30;2020;108.481.113.361.927;1;2;1;24;6;1947;10;10;10006;2;2;4;2;4;2;4;4;2;4;4;4;2;2;4;2;2;2;2;4;2;2;5;97;3;1;2;60;600;;998;;1;2;30;40;91;2;4;3;5;6;6;8;5;5;4;3;0;4;5;5;1;5;1;4;2;2;3;20;;20;99;1;2;9;2;3;3;;;;;2;14;1;21;;57;2;2;6;0;3;9;998;;9;4;3;;7;;;1;121;;3;4;6;1;6;3;3;12;1;1;1
131;G017;2;1;30;2020;0.832052522295433;1;2;2;14;4;1955;10;10;10012;2;3;4;2;2;4;2;4;2;4;8;4;8;2;4;2;2;4;4;2;2;2;98;6;5;4;8;98;999;;997;;2;1;91;97;97;5;4;5;98;5;5;10;4;0;5;5;0;0;5;4;3;6;3;1;1;2;2;20;;20;99;2;2;2;2;;;;;2;2;1;14;2;22;;23;1;2;4;0;1;1;1;;1;4;4;;7;;;1;121;;3;4;5;2;3;2;1;8;2;2;1
132;G026;2;1;30;2020;108.481.113.361.927;1;2;1;10;12;1972;10;10;10006;1;2;2;1;2;4;5;5;1;5;5;5;5;2;5;1;5;5;4;3;5;3;2;97;4;2;4;95;999;;995;;95;95;10;40;30;5;4;7;2;8;10;10;4;2;6;1;4;3;6;1;2;2;3;8;8;2;3;30;;20;99;2;2;1;2;;;;;1;1;2;61;1;61;1;57;1;2;7;0;1;1;3;;1;4;4;;7;;;1;121;;2;3;6;1;6;3;3;12;1;1;1
133;G023;1;1;30;2020;0.832052522295433;1;2;2;1;1;1958;19;19;19001;2;3;4;2;4;4;4;2;5;4;2;2;5;1;2;1;2;3;5;1;1;4;3;4;4;5;1;20;298;;990;2000;2;1;10;20;10;2;4;10;1;10;8;9;5;1;10;8;9;0;10;10;2;3;1;1;2;2;2;20;;20;20;2;2;2;2;;;4;4;;;4;14;1;26;;64;3;2;4;0;1;1;1;;5;2;3;;;;;1;121;;2;4;3;4;6;3;3;9;2;2;1
134;G022;1;1;30;2020;0.832052522295433;1;2;2;1;5;1952;18;18;18001;2;2;2;2;4;2;4;2;2;4;8;4;8;2;4;4;2;4;4;2;2;3;97;2;5;4;4;10;112;;990;71;2;1;10;20;10;4;5;7;2;8;7;98;4;0;8;10;5;0;10;8;2;3;1;1;2;2;1;20;;20;99;2;2;2;2;2;2;;;;;1;10;2;81;;54;1;2;4;0;3;9;998;;9;5;3;;7;;;1;121;;3;4;5;2;6;3;3;11;1;1;1
135;G025;2;1;30;2020;0.832052522295433;1;2;2;2;4;1939;10;10;10022;2;2;4;2;3;2;4;4;4;4;2;4;2;4;4;2;2;4;3;1;2;2;2;2;3;2;8;10;160;;990;880;2;1;10;10;10;1;5;9;8;10;7;5;5;0;10;0;0;8;10;7;3;2;2;98;2;2;1;20;;10;99;1;2;2;2;;;2;2;;;9;14;1;52;;16;2;2;97;0;1;1;1;;5;1;3;;7;;;1;121;;1;4;1;5;2;1;1;3;4;4;3
136;G021;1;1;30;2020;108.481.113.361.927;1;2;1;20;8;1956;10;10;10052;2;2;2;1;2;2;4;2;2;2;2;2;2;4;4;2;2;2;2;2;2;1;1;1;2;1;2;30;340;;998;;1;2;30;30;30;4;4;3;3;8;8;10;6;8;2;1;0;8;2;3;2;1;1;4;2;2;2;31;;99;99;2;1;1;2;1;9;;;;;1;14;1;44;;56;1;2;6;0;2;9;998;;9;4;3;;4;;;1;121;;5;4;6;1;6;3;3;12;1;1;1
137;G017;2;1;30;2020;108.481.113.361.927;1;2;1;2;12;1944;10;10;10039;1;1;2;2;2;4;3;2;4;4;8;1;4;2;4;2;4;4;4;2;2;4;98;6;5;2;8;80;800;;998;;2;1;10;98;10;5;2;5;3;5;7;5;3;0;5;7;5;0;7;5;2;2;2;1;2;2;8;10;;10;99;2;2;2;2;;;;;2;2;9;14;1;20;;54;4;2;6;0;2;9;998;;9;4;3;;7;;;1;121;;2;4;6;1;6;3;3;12;1;1;1
138;G014;2;1;30;2020;0.832052522295433;1;2;2;1;1;1959;12;10;12958;2;2;2;1;2;3;2;4;4;3;2;4;2;4;4;1;1;4;1;3;1;2;1;1;2;1;4;30;340;;998;;1;2;30;30;30;5;2;3;4;10;10;10;98;9;0;0;0;8;0;2;2;1;1;2;2;2;1;99;;20;99;1;1;2;9;;;2;1;;;9;14;1;21;;57;3;1;5;0;1;2;998;;9;9;3;;7;;;1;121;;1;4;6;1;6;3;3;12;1;1;1
139;G022;1;1;30;2020;0.832052522295433;1;2;2;1;8;1966;21;21;21001;3;3;5;1;2;5;4;4;1;4;4;4;4;2;4;2;2;5;4;1;1;2;1;1;4;2;5;30;310;;990;90;1;2;30;30;30;5;2;5;0;10;9;9;5;5;0;0;0;5;0;0;2;1;3;2;2;2;8;20;;10;99;1;1;2;2;4;2;;;;;2;22;1;22;1;64;1;1;3;0;1;2;998;;9;4;1;;7;;;1;121;;3;1;5;2;6;3;3;11;1;1;1
140;G023;1;1;30;2020;116.672.730.975.602;1;2;1;1;3;1995;10;10;10062;2;1;2;2;1;2;5;1;2;2;4;2;4;4;5;5;2;2;5;2;1;3;2;2;4;2;2;10;198;;998;;2;1;10;30;30;3;4;8;1;6;10;10;6;2;9;7;8;0;10;3;3;4;3;1;2;2;2;30;;20;99;2;2;1;1;1;1;;;;;2;12;2;76;;16;4;2;1;16000;1;1;1;;5;4;3;;;;;1;121;;4;4;0;6;2;1;1;2;4;4;3
141;G025;2;1;30;2020;108.481.113.361.927;1;2;1;18;2;1955;23;23;23001;2;2;2;7;2;4;4;4;2;4;2;7;4;4;2;2;2;2;5;2;1;4;2;2;5;4;3;10;110;;990;404;97;1;10;10;10;4;5;10;0;10;9;5;2;0;10;9;5;0;10;5;2;2;2;1;1;2;4;20;;20;99;2;2;2;2;;;;;1;1;1;14;1;80;;16;1;2;2;0;1;1;1;;2;4;1;;7;;;1;121;;2;4;4;3;2;1;1;6;3;4;3
